Author,BookTitle,Date,PriceAPaperback,PriceBkindle,Ratings,SummaryAuthor,XcoverPicture
Ivy Smoak,  Playing a Player (Sweet Cravings) ,"   May 13, 2015 ", 12.99 , 13.20 ,"2,104 ","Ivy Smoak is the international bestselling author of The Hunted series. When she's not writing, you can find her binge watching too many TV shows, taking long walks, playing outside, and generally refusing to act like an adult. She lives with her husband in Delaware. ,Get a FREE sexy short story and find out about all her latest releases by joining her newsletter: eepurl.com/byfJUv,Learn more about Ivy on her website at ivysmoak.com or you can find her on:,Facebook/Twitter/Instagram: @IvySmoakAuthor",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
,"  Second Italian Reader: bilingual for speakers of English, Pre-intermediate level (A2, B1) (Graded Italian Readers) (Italian Edition) ","   November 15, 2016 ", 19.99 , 9.99 ,8 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Ivy Smoak,  Addiction (The Hunted Series Book 2) ,"   November 9, 2015 ", 15.42 , 29.99 ,"9,379 ","""Loved it! I laughed and cried and could not put my phone down!  5 stars and I cannot wait until the next book!""- ,Amazon Customer.,"",I loved it., Loved everything about it. Ivy, you've done it again.  Hooked me. Kept me firmly planted but most of all, you made me want even more!"" - ,Amazon Customer.,""Devoured this book!  DEVOURED. IT!"" - ,Daisy from Crazy Daisy Book Whore blog.,"",These two characters sizzle ,and I love seeing their story develop!"" - ,Amazon Customer.,Ivy Smoak is the international bestselling author of The Hunted series. When she's not writing, you can find her binge watching too many TV shows, taking long walks, playing outside, and generally refusing to act like an adult. She lives with her husband in Delaware. ,Get a FREE sexy short story and find out about all her latest releases by joining her newsletter: eepurl.com/byfJUv,Learn more about Ivy on her website at ivysmoak.com or you can find her on:,Facebook/Twitter/Instagram: @IvySmoakAuthor",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
, Termination Shock: A Novel , ,," 16.99 , 19.29 , 23.99 , 44.54 ","6,537 ",,
Casualfarmer,  Beware of Chicken 2: A Xianxia Cultivation Novel ,  Kindle Edition , 5.99 ,,,,
, Shallow Waters: A Novel , ,," 12.99 , 16.39 , 12.69 , 17.80 ",381 ,,
S.B. Nova,  A Kingdom of Nomads: The Outcast Fantasy Series (The Outcast Series Book 2) ,  Kindle Edition ,,,3 ,,
Kazuo Ishiguro,  Never Let Me Go ,  Kindle Edition , 12.99 ," 27.00 , 13.93 , 15.28 ","16,034 ",,
, Hell Bent: A Novel , ,," 14.99 , 19.04 , 36.58 , 44.99 ","1,972 ",,
Clair Essa Publishing,  Fantasy Fairy Homes: An Adult Coloring Book Full of Whimsical Black Line and Grayscale Images (Enchanted Realms! A Coloring Book Series of Fairytale Architecture) ,"   December 23, 2022 ", 8.99 ,,8 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
"J. J. Abrams,Doug Dorst",  S. ,"  Hardcover – October 29, 2013 ", 30.41 ,,"3,181 ","""The best-looking book I've ever seen. . . . The book is so perfectly realized that it's easy to fall under its spell. . . . If you want to write a romantic mystery meta-novel in which two bibliophiles investigate the conspiracy around an enigmatic Eastern European author, you couldn't choose a better team."" --Joshua Rothan, ,New Yorker,""Impressively smart, engaging . . . Filled with secrets and stories that are endlessly beguiling and inviting . . . Reading S., and trying to decode everything [was] an incredibly enjoyable, fun experience, as well as a particularly immersive one. . . . For all its mysteries and intrigues, this is a book about the value of books, and what they can offer us that other storytelling mediums cannot."" --,Wired,"",S. ,is gorgeous, a masterpiece of verisimilitude. . . . The book's spiritual cousin is A.S. Byatt's ,Possession,. . . . The brilliance of ,S., is less in its showy exterior than the intimate and ingeniously visual way it shows how others' words become pathways to our lives and relationships."" --,Washington Post,""Both as literature and as a physical object, S. is a profound and tremendous work of art. . . . Brilliantly conceived and perfectly executed, the book harkens back to a golden age of storytelling. . . . An audacious literary achievement that calls to mind Vladimir Nabokov's ,Pale Fire, ,Chris Ware's ,Building Stories, and even Charles Portis' ,Masters of Atlantis.,"" --,Miami Herald,""Reading ,S., is fun, and the book feels alive . . . Gloriously embroidered with marginalia and jammed with artifacts inserted between its pages . . . A celebration of the book as a physical thing."" --,Chicago Tribune,""Both as literature and as a physical object,, S., is a profound and tremendous work of art.""―,The Miami Herald,Emmy-Award-winning filmmaker ,J.J. Abrams, has produced, directed, or written films and television shows including ,Star Wars: The Force Awakens,, ,Fringe,, ,Lost,, ,Alias,, ,Felicity, ,Star Trek,, ,Cloverfield,, ,Mission: Impossible,, and more. ,Doug Dorst, teaches writing at Texas State University. He is the author of the PEN/Hemingway-nominated novel ,Alive in Necropolis, and the collection ,The Surf Guru,. His work has appeared in ,McSweeney's,, ,Ploughshares,, ,Epoch,, and elsewhere. Dorst is also a three-time Jeopardy! champion.",
"Lumos Learning,Lumos SBAC Test Prep",  SBAC Test Prep: Grade 8 English Language Arts Literacy (ELA) Common Core Practice Book and Full-length Online Assessments: Smarter Balanced Study Guide (SBAC by Lumos Learning) ,, 10.65 - 15.95 ,,35 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Iris Beaglehole,  Bountiful Magic: Myrtlewood Mysteries Book 6 ,  Kindle Edition ,,,1 rating,,
,  Effective Notetaking (Study Skills) ,  revised edition (3rd) , 12.99 ," 6.99 , 19.99 ",551 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
M.M.  Crumley,  The Immortal Doc Holliday: Relentless: (The Immortal Doc Holliday Series Book 11) (The Immortal Doc Holliday On-going Series) ,  Kindle Edition ,, 14.99 ,3 ,,
Christian Heath,  SAT & ACT Grammar Mastery: ACT English & SAT Writing Rules ,, 5.95 - 29.99 , 9.99 ,44 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Rita Indiana,  Tentacle ,"   January 15, 2019 ", 13.74 , 8.99 ,110 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
,  Prince Valiant Vol. 26: 1987-1988 ,"  Hardcover – January 31, 2023 ", 39.99 ,,,"Hal Foster, (1892-1982) created ,Prince Valiant, in 1937. Though remaining involved with the strip until his death in 1982, Foster handed the bulk of the scripting and art chores over to his longtime assistant, John Cullen Murphy, in 1971.,John Cullen Murphy,, a six-time recipient of the National Cartoonists Society's ""Best Story Strip"" for his work on ,Prince Valiant,, continues to draw the strip from his home in Connecticut, while his son, Cullen Murphy, writes the strip in between serving as the Managing Editor for ,The Atlantic,.,Cullen Murphy, served as managing editor for ,The Atlantic, from 1985–2006 and is currently an editor at large for ,Vanity Fair,. Beginning in the 1970s, Murphy collaborated with his father, John Cullen Murphy, on the ,Prince Valiant, comic strip.",
Kel Carpenter,  Fortune Favors the Cruel: Enemies to Lovers Villain Romance (Dark Maji Book 1) ,  Kindle Edition , 2.99 ," 24.99 , 16.19 , 28.01 ","1,659 ","""With a feisty, determined heroine and a broody, sexy antihero FORTUNE FAVORS THE CRUEL is fast-paced dark fantasy with serious high-stakes adventure! And the slow burn romantic tension ... fans self Quinn and Lazarus will captivate you from the first chapter until the very last page.""~ Raye Wagner, USA Today Bestselling Author ""Dark fantasy at its finest. A haunting tale that makes your heart pound and breath catch, even as you beg it not to end. It will grip you tight and hold you spellbound until the very last page.""~ Meg Anne, USA Today Bestselling Author ""Female anti-hero meets her match? Yes, please! Smouldering dark fantasy and toe-curling romantic suspense come head-to-head in Fortune Favors the Cruel with delicious results.""~ Kelly St. Clare, USA Today Bestselling Author,Lucy Smoke, is the USA Today bestselling author of the Iris Boys, Break, and Nerys Newblood books, in addition to other series. ,--This text refers to the , edition.",
Robert J. Crane,  Allegiance (The Girl in the Box Book 53) ,  Kindle Edition , 4.99 , 14.99 ,,,
Umberto Eco,  Baudolino ,"   October 6, 2003 ", 18.59 ," 11.99 , 13.29 , 25.00 ",360 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Heather Fawcett,"  Emily Wilde's Encyclopaedia of Faeries: Book One of the Emily Wilde Series (Emily Wilde, 1) ","  Hardcover – January 10, 2023 ", 22.99 , 12.99 ,369 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Celeste Ng,  Our Missing Hearts: A Novel ,  Kindle Edition , 14.99 ," 14.50 , 22.49 , 20.99 , 34.01 ","8,798 ",,
Cris Tovani,  Why Do I Have to Read This?: Literacy Strategies to Engage Our Most Reluctant Students ,  paperback Edition , 39.33 , 26.49 ,51 ,"Cris loves studying the “knowing-doing” gap by investigating how to implement best practice research with 125+ students. Throughout her career, she has tried to take reading and writing research and apply it to all kinds of learning situations. She believes it is important to share with colleagues her successes as well as her failures to highlight how incredibly complex teaching is. ,  , For the past 34 years, Cris has taught grades one through twelve. In addition to being a classroom teacher, she’s had the privileged of working with preservice and secondary teachers. She served several years as an adjust professor at the University of Colorado at Denver and the Denver University. ,  , Cris provides workshops on disciplinary literacy as well as assessment for learning. Her focus is modeling how to integrate literacy strategies into lessons so students can be better readers and writers of disciplinary text. Her favorite days are the ones when she gets to plan with teachers and then work in classrooms with students. Cris strives to “walk the talk” as she models for teachers how to plan for engagement and execute instruction so that students get to read, write, and discuss for more minutes of the class period than their teacher talks. ,  , Cris’s new book is titled, ,Why Do I Have to Read This?  Literacy Strategies to Engage Our Most Reluctant Students,. Other books she has written are:, I Read it but I Don’t Get It,, ,Do I Really Have,to Teach Reading,? ,So, What do They Really Know?, And ,No More Telling as Teaching: Less Lecture, More Engaged Learning,.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Jacque Aye,  How to Be a Better Adult ,"   January 24, 2023 ", 18.99 ,,,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
, Garro: Knight of Grey: The Horus Heresy: Siege of Terra , ,," 13.99 , 24.30 ",20 ,,
Dana Schwartz,"  Immortality: A Love Story (The Anatomy Duology, 2) ","  Hardcover – February 28, 2023 ", 14.99 , 11.99 ,,"Dana Schwartz is a television writer and the creator of the number-one charting history podcast Noble Blood. As a journalist and critic, Dana has written for Entertainment Weekly, Marie Claire, Glamour, GQ, Cosmopolitan, Vanity Fair and more. She lives in Los Angeles with her husband, and their cats Eddie and Beetlejuice. Her books include, Choose Your Own Disaster, The White Man's Guide to White Male Writers of the Western Canon, ,and ,Anatomy: A Love Story.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
,"  Speak Spanish In 30 Days: Master Basic Spanish With Visual Learning, Memory, & Retention In Just 30 Days For Beginners (Learning Spanish For Beginners) ","   January 2, 2023 ", 19.95 ,,46 ,,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Touri Language Learning,  Learn Medical Spanish in 100 Days: Spanish Words & Phrases for Healthcare Professionals to Become Fluent Faster (Spanish for Medical Professionals) ,"   June 28, 2020 ", 14.98 ," 4.98 , 21.98 ",113 ,"Touri is an innovative language education brand that is disrupting the way we learn languages. Touri has a mission to make sure language learning is not just easier, but engaging and a ton of fun. Besides the excellent books that they create, Touri also has an active website, which offers live fun and immersive 1-on-1 online language lessons with native instructors at nearly anytime of the day. Additionally, Touri provides the best tips to improving your memory retention, confidence while speaking and fast track your progress on your journey to fluency. Check out https://touri.co for more information.",https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Joanna Farrow,  Doctor Who: The Official Cookbook: 40 Wibbly-Wobbly Timey-Wimey Recipes ,"  Hardcover – Illustrated, August 30, 2016 ", 11.29 , 7.99 ,"1,005 ",,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Carissa Broadbent,  The Serpent and the Wings of Night (Crowns of Nyaxia) ,"   August 16, 2022 ", 15.74 , 24.99 ,"7,682 ",,https://m.media-amazon.com/images/G/01/digital/sitb/sticker/sitb-sticker-v3-small._CB485933792_.png
Ruby Dixon,  Barbarian's Mate (Ice Planet Barbarians) ,"   July 11, 2023 ", 15.30 , 25.15 ,9 ,"Ruby Dixon, is an author of all things science fiction romance. She is a Sagittarius and a Reylo shipper, and loves farming sims (but not actual housework). She lives in the South with her husband and a couple of geriatric cats, and can’t think of anything else to put in her biography. Truly, she is boring.",
